:Data_list: 20141026_Gp_xr_5m.txt
:Created: 2014 Oct 27 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 10 26  0205   56956   7500     1.98e-07    3.37e-06    5.87e-02
2014 10 26  0210   56956   7800     1.04e-07    2.78e-06    3.71e-02
2014 10 26  0215   56956   8100     1.11e-07    2.64e-06    4.20e-02
2014 10 26  0220   56956   8400     2.50e-07    3.30e-06    7.47e-02
2014 10 26  0225   56956   8700     1.67e-07    3.06e-06    5.44e-02
2014 10 26  0230   56956   9000     1.67e-07    3.14e-06    5.33e-02
2014 10 26  0235   56956   9300     1.18e-07    2.89e-06    4.08e-02
2014 10 26  0240   56956   9600     7.89e-08    2.53e-06    3.10e-02
2014 10 26  0245   56956   9900     5.06e-08    2.20e-06    2.30e-02
2014 10 26  0250   56956  10200     4.20e-08    2.03e-06    2.07e-02
2014 10 26  0255   56956  10500     3.75e-08    1.92e-06    1.96e-02
2014 10 26  0300   56956  10800     4.29e-08    1.90e-06    2.26e-02
2014 10 26  0305   56956  11100     7.06e-08    2.15e-06    3.28e-02
2014 10 26  0310   56956  11400     6.95e-08    2.18e-06    3.19e-02
2014 10 26  0315   56956  11700     7.44e-08    2.20e-06    3.37e-02
2014 10 26  0320   56956  12000     8.53e-08    2.33e-06    3.65e-02
2014 10 26  0325   56956  12300     9.02e-08    2.37e-06    3.81e-02
2014 10 26  0330   56956  12600     1.01e-07    2.39e-06    4.24e-02
2014 10 26  0335   56956  12900     8.87e-08    2.30e-06    3.85e-02
2014 10 26  0340   56956  13200     8.77e-08    2.33e-06    3.76e-02
2014 10 26  0345   56956  13500     9.43e-08    2.45e-06    3.76e-02
2014 10 26  0350   56956  13800     5.23e-08    2.00e-06    2.62e-02
2014 10 26  0355   56956  14100     7.37e-08    2.08e-06    3.54e-02
2014 10 26  0400   56956  14400     9.14e-08    2.16e-06    4.23e-02
2014 10 26  0405   56956  14700     1.98e-07    2.75e-06    7.22e-02
2014 10 26  0410   56956  15000     1.18e-07    2.56e-06    4.61e-02
2014 10 26  0415   56956  15300     1.08e-07    2.37e-06    4.56e-02
2014 10 26  0420   56956  15600     9.52e-08    2.30e-06    4.13e-02
2014 10 26  0425   56956  15900     1.69e-07    2.84e-06    5.94e-02
2014 10 26  0430   56956  16200     1.03e-07    2.65e-06    3.85e-02
2014 10 26  0435   56956  16500     5.07e-08    2.11e-06    2.39e-02
2014 10 26  0440   56956  16800     4.21e-08    1.92e-06    2.19e-02
2014 10 26  0445   56956  17100     5.11e-08    1.96e-06    2.59e-02
2014 10 26  0450   56956  17400     3.92e-08    1.85e-06    2.12e-02
2014 10 26  0455   56956  17700     3.62e-08    1.81e-06    2.00e-02
2014 10 26  0500   56956  18000     4.95e-08    1.89e-06    2.62e-02
2014 10 26  0505   56956  18300     4.01e-08    1.83e-06    2.18e-02
2014 10 26  0510   56956  18600     1.98e-07    2.54e-06    7.49e-02
2014 10 26  0515   56956  18900     1.12e-07    2.45e-06    4.56e-02
2014 10 26  0520   56956  19200     9.69e-08    2.32e-06    4.16e-02
2014 10 26  0525   56956  19500     6.82e-08    2.13e-06    3.21e-02
2014 10 26  0530   56956  19800     5.82e-08    1.96e-06    2.97e-02
2014 10 26  0535   56956  20100     4.66e-08    1.83e-06    2.55e-02
2014 10 26  0540   56956  20400     6.23e-08    1.87e-06    3.32e-02
2014 10 26  0545   56956  20700     3.11e-07    2.83e-06    9.87e-02
2014 10 26  0550   56956  21000     3.47e-07    3.60e-06    9.42e-02
2014 10 26  0555   56956  21300     1.16e-07    2.59e-06    4.42e-02
2014 10 26  0600   56956  21600     6.28e-08    2.09e-06    2.99e-02
2014 10 26  0605   56956  21900     4.59e-08    1.85e-06    2.48e-02
2014 10 26  0610   56956  22200     5.77e-08    1.92e-06    3.00e-02
2014 10 26  0615   56956  22500     4.13e-07    3.16e-06    1.27e-01
2014 10 26  0620   56956  22800     1.71e-06    8.41e-06    2.01e-01
2014 10 26  0625   56956  23100     3.73e-07    4.76e-06    7.60e-02
2014 10 26  0630   56956  23400     1.66e-07    2.97e-06    5.55e-02
2014 10 26  0635   56956  23700     1.06e-07    2.42e-06    4.37e-02
2014 10 26  0640   56956  24000     6.93e-08    2.13e-06    3.24e-02
2014 10 26  0645   56956  24300     5.48e-08    2.00e-06    2.74e-02
2014 10 26  0650   56956  24600     4.83e-08    1.92e-06    2.51e-02
2014 10 26  0655   56956  24900     4.64e-08    1.91e-06    2.43e-02
2014 10 26  0700   56956  25200     7.87e-08    2.14e-06    3.67e-02
2014 10 26  0705   56956  25500     1.08e-07    2.38e-06    4.51e-02
2014 10 26  0710   56956  25800     8.17e-08    2.35e-06    3.47e-02
2014 10 26  0715   56956  26100     5.66e-08    2.15e-06    2.64e-02
2014 10 26  0720   56956  26400     4.97e-08    2.02e-06    2.46e-02
2014 10 26  0725   56956  26700     4.62e-08    1.91e-06    2.42e-02
2014 10 26  0730   56956  27000     8.74e-08    2.14e-06    4.03e-02
2014 10 26  0735   56956  27300     4.79e-08    1.96e-06    2.43e-02
2014 10 26  0740   56956  27600     4.34e-08    1.87e-06    2.31e-02
2014 10 26  0745   56956  27900     4.56e-08    1.84e-06    2.47e-02
2014 10 26  0750   56956  28200     5.75e-08    1.92e-06    3.00e-02
2014 10 26  0755   56956  28500     4.87e-08    1.91e-06    2.55e-02
2014 10 26  0800   56956  28800     3.34e-08    1.80e-06    1.85e-02
2014 10 26  0805   56956  29100     2.95e-08    1.73e-06    1.71e-02
2014 10 26  0810   56956  29400     4.46e-08    1.85e-06    2.40e-02
2014 10 26  0815   56956  29700     3.77e-08    1.81e-06    2.07e-02
2014 10 26  0820   56956  30000     2.93e-08    1.69e-06    1.73e-02
2014 10 26  0825   56956  30300     2.90e-08    1.67e-06    1.74e-02
2014 10 26  0830   56956  30600     3.63e-08    1.76e-06    2.05e-02
2014 10 26  0835   56956  30900     5.33e-08    1.87e-06    2.84e-02
2014 10 26  0840   56956  31200     6.86e-08    1.96e-06    3.50e-02
2014 10 26  0845   56956  31500     6.67e-08    1.98e-06    3.36e-02
2014 10 26  0850   56956  31800     5.35e-08    1.90e-06    2.81e-02
2014 10 26  0855   56956  32100     5.97e-08    1.90e-06    3.14e-02
2014 10 26  0900   56956  32400     6.05e-08    1.95e-06    3.09e-02
2014 10 26  0905   56956  32700     8.48e-08    2.15e-06    3.95e-02
2014 10 26  0910   56956  33000     7.39e-08    2.14e-06    3.45e-02
2014 10 26  0915   56956  33300     7.52e-08    2.11e-06    3.53e-02
2014 10 26  0920   56956  33600     1.04e-07    2.34e-06    4.45e-02
2014 10 26  0925   56956  33900     1.29e-07    2.49e-06    5.10e-02
2014 10 26  0930   56956  34200     1.43e-07    2.67e-06    5.34e-02
2014 10 26  0935   56956  34500     1.20e-07    2.54e-06    4.73e-02
2014 10 26  0940   56956  34800     1.23e-07    2.55e-06    4.82e-02
2014 10 26  0945   56956  35100     1.19e-07    2.58e-06    4.62e-02
2014 10 26  0950   56956  35400     1.83e-07    2.86e-06    6.35e-02
2014 10 26  0955   56956  35700     1.67e-07    2.97e-06    5.61e-02
2014 10 26  1000   56956  36000     1.65e-07    2.88e-06    5.74e-02
2014 10 26  1005   56956  36300     4.57e-07    4.08e-06    1.11e-01
2014 10 26  1010   56956  36600     3.31e-07    4.03e-06    8.20e-02
2014 10 26  1015   56956  36900     1.11e-06    6.70e-06    1.65e-01
2014 10 26  1020   56956  37200     8.50e-07    6.90e-06    1.23e-01
2014 10 26  1025   56956  37500     5.54e-07    5.88e-06    9.41e-02
2014 10 26  1030   56956  37800     4.83e-07    5.48e-06    8.82e-02
2014 10 26  1035   56956  38100     1.50e-06    7.96e-06    1.73e-01
2014 10 26  1040   56956  38400     1.49e-05    3.85e-05    3.57e-01
2014 10 26  1045   56956  38700     4.86e-05    1.18e-04    4.16e-01
2014 10 26  1050   56956  39000     6.77e-05    1.79e-04    3.79e-01
2014 10 26  1055   56956  39300     6.62e-05    1.99e-04    3.33e-01
2014 10 26  1100   56956  39600     5.01e-05    1.82e-04    2.74e-01
2014 10 26  1105   56956  39900     3.54e-05    1.57e-04    2.24e-01
2014 10 26  1110   56956  40200     2.35e-05    1.30e-04    1.81e-01
2014 10 26  1115   56956  40500     1.56e-05    1.05e-04    1.49e-01
2014 10 26  1120   56956  40800     1.04e-05    8.39e-05    1.24e-01
2014 10 26  1125   56956  41100     6.71e-06    6.51e-05    1.03e-01
2014 10 26  1130   56956  41400     4.36e-06    5.04e-05    8.62e-02
2014 10 26  1135   56956  41700     2.84e-06    3.90e-05    7.26e-02
2014 10 26  1140   56956  42000     1.85e-06    2.98e-05    6.16e-02
2014 10 26  1145   56956  42300     1.21e-06    2.25e-05    5.35e-02
2014 10 26  1150   56956  42600     8.30e-07    1.72e-05    4.82e-02
2014 10 26  1155   56956  42900     6.61e-07    1.36e-05    4.85e-02
2014 10 26  1200   56956  43200     4.45e-07    1.08e-05    4.11e-02
2014 10 26  1205   56956  43500     3.30e-07    8.71e-06    3.79e-02
2014 10 26  1210   56956  43800     7.27e-07    8.98e-06    7.89e-02
2014 10 26  1215   56956  44100     9.04e-07    9.89e-06    9.13e-02
2014 10 26  1220   56956  44400     5.69e-07    8.66e-06    6.55e-02
2014 10 26  1225   56956  44700     4.02e-07    7.14e-06    5.63e-02
2014 10 26  1230   56956  45000     6.14e-07    7.28e-06    8.38e-02
2014 10 26  1235   56956  45300     2.48e-07    5.46e-06    4.47e-02
2014 10 26  1240   56956  45600     1.23e-07    4.05e-06    3.02e-02
2014 10 26  1245   56956  45900     8.92e-08    3.27e-06    2.72e-02
2014 10 26  1250   56956  46200     7.12e-08    2.81e-06    2.53e-02
2014 10 26  1255   56956  46500     7.40e-08    2.56e-06    2.89e-02
2014 10 26  1300   56956  46800     1.59e-07    2.81e-06    5.63e-02
2014 10 26  1305   56956  47100     1.26e-06    6.18e-06    1.84e-01
2014 10 26  1310   56956  47400     1.26e-06    8.40e-06    1.48e-01
2014 10 26  1315   56956  47700     4.47e-07    5.53e-06    7.89e-02
2014 10 26  1320   56956  48000     2.02e-07    3.64e-06    5.54e-02
2014 10 26  1325   56956  48300     2.03e-07    3.07e-06    6.64e-02
2014 10 26  1330   56956  48600     2.49e-07    3.09e-06    8.04e-02
2014 10 26  1335   56956  48900     1.93e-07    2.91e-06    6.63e-02
2014 10 26  1340   56956  49200     1.51e-07    2.65e-06    5.68e-02
2014 10 26  1345   56956  49500     1.27e-07    2.50e-06    5.09e-02
2014 10 26  1350   56956  49800     1.02e-07    2.29e-06    4.44e-02
2014 10 26  1355   56956  50100     8.33e-08    2.13e-06    3.91e-02
2014 10 26  1400   56956  50400     1.18e-07    2.21e-06    5.29e-02
2014 10 26  1405   56956  50700     2.63e-07    2.79e-06    9.37e-02
2014 10 26  1410   56956  51000     3.10e-07    3.28e-06    9.46e-02
2014 10 26  1415   56956  51300     2.07e-07    3.01e-06    6.87e-02
2014 10 26  1420   56956  51600     1.48e-07    2.73e-06    5.41e-02
2014 10 26  1425   56956  51900     1.03e-07    2.47e-06    4.16e-02
2014 10 26  1430   56956  52200     7.93e-08    2.24e-06    3.54e-02
2014 10 26  1435   56956  52500     6.33e-08    2.05e-06    3.09e-02
2014 10 26  1440   56956  52800     1.06e-07    2.20e-06    4.68e-02
2014 10 26  1445   56956  53100     1.75e-07    2.54e-06    6.79e-02
2014 10 26  1450   56956  53400     9.29e-08    2.19e-06    4.24e-02
2014 10 26  1455   56956  53700     7.45e-08    2.06e-06    3.60e-02
2014 10 26  1500   56956  54000     6.80e-08    2.02e-06    3.37e-02
2014 10 26  1505   56956  54300     7.85e-08    2.05e-06    3.82e-02
2014 10 26  1510   56956  54600     2.70e-07    2.75e-06    9.36e-02
2014 10 26  1515   56956  54900     7.31e-07    4.79e-06    1.53e-01
2014 10 26  1520   56956  55200     6.26e-07    5.17e-06    1.21e-01
2014 10 26  1525   56956  55500     4.07e-07    4.65e-06    8.70e-02
2014 10 26  1530   56956  55800     2.63e-07    4.00e-06    6.55e-02
2014 10 26  1535   56956  56100     1.77e-07    3.43e-06    5.13e-02
2014 10 26  1540   56956  56400     1.24e-07    2.99e-06    4.14e-02
2014 10 26  1545   56956  56700     9.17e-08    2.65e-06    3.45e-02
2014 10 26  1550   56956  57000     1.29e-07    2.69e-06    4.57e-02
2014 10 26  1555   56956  57300     2.15e-07    3.38e-06    6.34e-02
2014 10 26  1600   56956  57600     1.03e-07    2.73e-06    3.75e-02
2014 10 26  1605   56956  57900     7.36e-08    2.35e-06    3.13e-02
2014 10 26  1610   56956  58200     7.67e-08    2.27e-06    3.34e-02
2014 10 26  1615   56956  58500     3.99e-07    4.86e-06    8.20e-02
2014 10 26  1620   56956  58800     1.59e-07    3.61e-06    4.31e-02
2014 10 26  1625   56956  59100     7.85e-08    2.61e-06    3.01e-02
2014 10 26  1630   56956  59400     6.81e-08    2.21e-06    3.09e-02
2014 10 26  1635   56956  59700     6.28e-08    2.05e-06    3.07e-02
2014 10 26  1640   56956  60000     6.52e-08    2.03e-06    3.22e-02
2014 10 26  1645   56956  60300     8.59e-08    2.15e-06    3.96e-02
2014 10 26  1650   56956  60600     1.21e-07    2.42e-06    4.98e-02
2014 10 26  1655   56956  60900     1.38e-07    2.59e-06    5.32e-02
2014 10 26  1700   56956  61200     2.10e-07    2.98e-06    7.01e-02
2014 10 26  1705   56956  61500     2.50e-07    3.40e-06    7.34e-02
2014 10 26  1710   56956  61800     9.84e-07    6.44e-06    1.44e-01
2014 10 26  1715   56956  62100     1.62e-06    1.00e-05    1.62e-01
2014 10 26  1720   56956  62400     1.06e-06    8.70e-06    1.21e-01
2014 10 26  1725   56956  62700     7.33e-07    7.42e-06    9.85e-02
2014 10 26  1730   56956  63000     4.91e-07    6.30e-06    7.78e-02
2014 10 26  1735   56956  63300     3.30e-07    5.32e-06    6.18e-02
2014 10 26  1740   56956  63600     2.37e-07    4.61e-06    5.12e-02
2014 10 26  1745   56956  63900     2.84e-07    4.58e-06    6.15e-02
2014 10 26  1750   56956  64200     3.18e-07    4.82e-06    6.58e-02
2014 10 26  1755   56956  64500     8.55e-07    6.37e-06    1.27e-01
2014 10 26  1800   56956  64800     7.69e-07    7.17e-06    1.06e-01
2014 10 26  1805   56956  65100     1.14e-06    7.33e-06    1.24e-01
2014 10 26  1810   56956  65400     1.20e-05    3.72e-05    3.27e-01
2014 10 26  1815   56956  65700     7.29e-06    3.57e-05    1.98e-01
2014 10 26  1820   56956  66000     2.03e-06    1.84e-05    1.08e-01
2014 10 26  1825   56956  66300     7.90e-07    9.85e-06    7.98e-02
2014 10 26  1830   56956  66600     5.39e-07    7.03e-06    7.65e-02
2014 10 26  1835   56956  66900     3.70e-07    5.47e-06    6.74e-02
2014 10 26  1840   56956  67200     6.24e-07    5.79e-06    1.05e-01
2014 10 26  1845   56956  67500     3.37e-06    1.41e-05    2.27e-01
2014 10 26  1850   56956  67800     2.86e-06    1.63e-05    1.74e-01
2014 10 26  1855   56956  68100     1.50e-06    1.17e-05    1.27e-01
2014 10 26  1900   56956  68400     1.06e-06    9.48e-06    1.11e-01
2014 10 26  1905   56956  68700     4.94e-07    6.79e-06    7.22e-02
2014 10 26  1910   56956  69000     3.09e-07    5.30e-06    5.83e-02
2014 10 26  1915   56956  69300     3.00e-07    5.06e-06    5.92e-02
2014 10 26  1920   56956  69600     2.72e-07    4.71e-06    5.76e-02
2014 10 26  1925   56956  69900     2.64e-07    4.59e-06    5.75e-02
2014 10 26  1930   56956  70200     2.40e-07    4.38e-06    5.44e-02
2014 10 26  1935   56956  70500     1.51e-07    3.74e-06    4.04e-02
2014 10 26  1940   56956  70800     1.22e-07    3.29e-06    3.71e-02
2014 10 26  1945   56956  71100     1.33e-07    3.23e-06    4.11e-02
2014 10 26  1950   56956  71400     1.33e-07    3.22e-06    4.11e-02
2014 10 26  1955   56956  71700     2.83e-07    3.87e-06    7.21e-02
2014 10 26  2000   56956  72000     1.17e-06    6.89e-06    1.60e-01
2014 10 26  2005   56956  72300     3.86e-06    1.54e-05    2.49e-01
2014 10 26  2010   56956  72600     5.15e-06    2.12e-05    2.44e-01
2014 10 26  2015   56956  72900     4.83e-06    2.33e-05    2.07e-01
2014 10 26  2020   56956  73200     4.10e-06    2.44e-05    1.68e-01
2014 10 26  2025   56956  73500     3.50e-06    2.35e-05    1.49e-01
2014 10 26  2030   56956  73800     2.92e-06    2.25e-05    1.30e-01
2014 10 26  2035   56956  74100     1.98e-06    1.92e-05    1.03e-01
2014 10 26  2040   56956  74400     1.35e-06    1.59e-05    8.46e-02
2014 10 26  2045   56956  74700     9.64e-07    1.33e-05    7.26e-02
2014 10 26  2050   56956  75000     6.94e-07    1.11e-05    6.27e-02
2014 10 26  2055   56956  75300     6.36e-07    9.82e-06    6.48e-02
2014 10 26  2100   56956  75600     6.79e-07    9.37e-06    7.24e-02
2014 10 26  2105   56956  75900     8.45e-07    9.47e-06    8.84e-02
2014 10 26  2110   56956  76200     3.15e-07    6.93e-06    4.49e-02
2014 10 26  2115   56956  76500     1.81e-07    5.33e-06    3.38e-02
2014 10 26  2120   56956  76800     1.36e-07    4.44e-06    3.05e-02
2014 10 26  2125   56956  77100    -1.00e+05   -1.00e+05   -1.00e+05
2014 10 26  2130   56956  77400     1.07e-07    3.62e-06    2.96e-02
2014 10 26  2135   56956  77700     1.22e-07    3.52e-06    3.47e-02
2014 10 26  2140   56956  78000     1.40e-07    3.50e-06    4.00e-02
2014 10 26  2145   56956  78300     2.76e-07    3.94e-06    6.81e-02
2014 10 26  2150   56956  78600     9.05e-07    6.49e-06    1.39e-01
2014 10 26  2155   56956  78900     1.04e-06    8.13e-06    1.28e-01
2014 10 26  2200   56956  79200     7.95e-07    7.88e-06    1.01e-01
2014 10 26  2205   56956  79500     5.40e-07    6.80e-06    7.94e-02
2014 10 26  2210   56956  79800     4.73e-07    6.22e-06    7.60e-02
2014 10 26  2215   56956  80100     4.17e-07    5.75e-06    7.26e-02
2014 10 26  2220   56956  80400     4.99e-07    5.86e-06    8.50e-02
2014 10 26  2225   56956  80700     5.86e-07    6.09e-06    9.60e-02
2014 10 26  2230   56956  81000     3.52e-07    5.18e-06    6.78e-02
2014 10 26  2235   56956  81300     2.36e-07    4.37e-06    5.37e-02
2014 10 26  2240   56956  81600     1.73e-07    3.72e-06    4.64e-02
2014 10 26  2245   56956  81900     1.43e-07    3.35e-06    4.27e-02
2014 10 26  2250   56956  82200     9.90e-08    2.95e-06    3.33e-02
2014 10 26  2255   56956  82500     6.02e-08    2.48e-06    2.43e-02
2014 10 26  2300   56956  82800     6.41e-08    2.34e-06    2.74e-02
2014 10 26  2305   56956  83100     1.69e-07    2.89e-06    5.78e-02
2014 10 26  2310   56956  83400     1.34e-07    2.87e-06    4.64e-02
2014 10 26  2315   56956  83700     1.33e-07    2.78e-06    4.75e-02
2014 10 26  2320   56956  84000     1.77e-07    3.10e-06    5.71e-02
2014 10 26  2325   56956  84300     1.71e-07    3.16e-06    5.42e-02
2014 10 26  2330   56956  84600     4.13e-07    4.36e-06    8.97e-02
2014 10 26  2335   56956  84900     8.76e-07    7.13e-06    1.23e-01
2014 10 26  2340   56956  85200     2.23e-07    4.00e-06    5.59e-02
2014 10 26  2345   56956  85500     2.30e-07    3.87e-06    5.95e-02
2014 10 26  2350   56956  85800     2.49e-07    3.92e-06    6.34e-02
2014 10 26  2355   56956  86100     2.78e-07    4.23e-06    6.56e-02
