:Data_list: 20141022_Gp_xr_5m.txt
:Created: 2014 Oct 23 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 10 22  0145   56952   6300     2.20e-05    6.80e-05    3.23e-01
2014 10 22  0150   56952   6600     2.53e-05    8.27e-05    3.06e-01
2014 10 22  0155   56952   6900     2.44e-05    8.71e-05    2.81e-01
2014 10 22  0200   56952   7200     2.11e-05    8.63e-05    2.44e-01
2014 10 22  0205   56952   7500     1.72e-05    8.05e-05    2.14e-01
2014 10 22  0210   56952   7800     1.25e-05    7.03e-05    1.77e-01
2014 10 22  0215   56952   8100     9.32e-06    6.00e-05    1.55e-01
2014 10 22  0220   56952   8400     7.37e-06    5.21e-05    1.41e-01
2014 10 22  0225   56952   8700     5.72e-06    4.51e-05    1.27e-01
2014 10 22  0230   56952   9000     4.24e-06    3.82e-05    1.11e-01
2014 10 22  0235   56952   9300     3.09e-06    3.17e-05    9.75e-02
2014 10 22  0240   56952   9600     2.30e-06    2.62e-05    8.76e-02
2014 10 22  0245   56952   9900     1.73e-06    2.17e-05    7.93e-02
2014 10 22  0250   56952  10200     1.39e-06    1.86e-05    7.44e-02
2014 10 22  0255   56952  10500     1.11e-06    1.62e-05    6.84e-02
2014 10 22  0300   56952  10800     8.48e-07    1.38e-05    6.13e-02
2014 10 22  0305   56952  11100     6.72e-07    1.20e-05    5.61e-02
2014 10 22  0310   56952  11400     4.94e-07    1.01e-05    4.91e-02
2014 10 22  0315   56952  11700     3.74e-07    8.49e-06    4.40e-02
2014 10 22  0320   56952  12000     3.17e-07    7.50e-06    4.21e-02
2014 10 22  0325   56952  12300     2.35e-07    6.42e-06    3.66e-02
2014 10 22  0330   56952  12600     1.92e-07    5.62e-06    3.41e-02
2014 10 22  0335   56952  12900     1.56e-07    5.03e-06    3.09e-02
2014 10 22  0340   56952  13200     1.37e-07    4.56e-06    3.00e-02
2014 10 22  0345   56952  13500     1.48e-07    4.42e-06    3.35e-02
2014 10 22  0350   56952  13800     1.43e-07    4.25e-06    3.37e-02
2014 10 22  0355   56952  14100     1.34e-07    4.07e-06    3.29e-02
2014 10 22  0400   56952  14400     1.20e-07    3.82e-06    3.15e-02
2014 10 22  0405   56952  14700     1.10e-07    3.57e-06    3.08e-02
2014 10 22  0410   56952  15000     9.30e-08    3.28e-06    2.83e-02
2014 10 22  0415   56952  15300     8.05e-08    3.09e-06    2.60e-02
2014 10 22  0420   56952  15600     6.95e-08    2.88e-06    2.41e-02
2014 10 22  0425   56952  15900     6.14e-08    2.72e-06    2.25e-02
2014 10 22  0430   56952  16200     5.52e-08    2.58e-06    2.14e-02
2014 10 22  0435   56952  16500     5.45e-08    2.47e-06    2.21e-02
2014 10 22  0440   56952  16800     5.31e-08    2.39e-06    2.22e-02
2014 10 22  0445   56952  17100     6.93e-08    2.47e-06    2.80e-02
2014 10 22  0450   56952  17400     5.81e-08    2.38e-06    2.44e-02
2014 10 22  0455   56952  17700     5.75e-08    2.34e-06    2.45e-02
2014 10 22  0500   56952  18000     1.27e-07    2.83e-06    4.32e-02
2014 10 22  0505   56952  18300     2.13e-07    3.60e-06    5.87e-02
2014 10 22  0510   56952  18600     7.78e-07    5.61e-06    1.04e-01
2014 10 22  0515   56952  18900     5.50e-06    2.46e-05    2.22e-01
2014 10 22  0520   56952  19200     9.90e-07    1.25e-05    7.42e-02
2014 10 22  0525   56952  19500     1.59e-07    4.83e-06    3.14e-02
2014 10 22  0530   56952  19800     8.94e-08    2.87e-06    3.10e-02
2014 10 22  0535   56952  20100     6.82e-08    2.40e-06    2.84e-02
2014 10 22  0540   56952  20400     5.34e-08    2.19e-06    2.44e-02
2014 10 22  0545   56952  20700     6.03e-08    2.23e-06    2.70e-02
2014 10 22  0550   56952  21000     5.20e-08    2.19e-06    2.37e-02
2014 10 22  0555   56952  21300     4.61e-08    2.08e-06    2.22e-02
2014 10 22  0600   56952  21600     5.46e-08    2.15e-06    2.53e-02
2014 10 22  0605   56952  21900     3.99e-08    2.04e-06    1.95e-02
2014 10 22  0610   56952  22200     3.75e-08    1.91e-06    1.96e-02
2014 10 22  0615   56952  22500     4.33e-08    1.92e-06    2.25e-02
2014 10 22  0620   56952  22800     3.46e-08    1.84e-06    1.88e-02
2014 10 22  0625   56952  23100     2.50e-08    1.73e-06    1.45e-02
2014 10 22  0630   56952  23400     2.58e-08    1.72e-06    1.50e-02
2014 10 22  0635   56952  23700     2.80e-08    1.70e-06    1.64e-02
2014 10 22  0640   56952  24000     5.15e-08    1.81e-06    2.78e-02
2014 10 22  0645   56952  24300     1.37e-07    2.30e-06    5.97e-02
2014 10 22  0650   56952  24600     8.41e-08    2.23e-06    3.76e-02
2014 10 22  0655   56952  24900     9.95e-08    2.41e-06    4.11e-02
2014 10 22  0700   56952  25200     4.28e-08    1.95e-06    2.14e-02
2014 10 22  0705   56952  25500     2.44e-08    1.58e-06    1.54e-02
2014 10 22  0710   56952  25800     3.53e-08    1.54e-06    2.29e-02
2014 10 22  0715   56952  26100     6.17e-08    1.75e-06    3.51e-02
2014 10 22  0720   56952  26400     6.08e-08    1.80e-06    3.37e-02
2014 10 22  0725   56952  26700     4.71e-08    1.79e-06    2.63e-02
2014 10 22  0730   56952  27000     5.06e-08    1.82e-06    2.77e-02
2014 10 22  0735   56952  27300     9.67e-08    2.14e-06    4.50e-02
2014 10 22  0740   56952  27600     2.20e-07    3.01e-06    7.20e-02
2014 10 22  0745   56952  27900     1.52e-07    2.91e-06    5.18e-02
2014 10 22  0750   56952  28200     2.09e-07    3.12e-06    6.66e-02
2014 10 22  0755   56952  28500     1.72e-07    3.02e-06    5.69e-02
2014 10 22  0800   56952  28800     1.47e-07    2.87e-06    5.11e-02
2014 10 22  0805   56952  29100     7.80e-08    2.42e-06    3.20e-02
2014 10 22  0810   56952  29400     5.69e-08    2.06e-06    2.75e-02
2014 10 22  0815   56952  29700     1.57e-07    2.52e-06    6.08e-02
2014 10 22  0820   56952  30000     1.43e-07    2.72e-06    5.23e-02
2014 10 22  0825   56952  30300     6.98e-08    2.28e-06    3.03e-02
2014 10 22  0830   56952  30600     3.67e-08    1.87e-06    1.96e-02
2014 10 22  0835   56952  30900     4.45e-08    1.82e-06    2.44e-02
2014 10 22  0840   56952  31200     6.48e-08    2.03e-06    3.17e-02
2014 10 22  0845   56952  31500     5.24e-08    1.94e-06    2.69e-02
2014 10 22  0850   56952  31800     4.59e-08    1.78e-06    2.58e-02
2014 10 22  0855   56952  32100     5.17e-08    1.85e-06    2.79e-02
2014 10 22  0900   56952  32400     3.56e-08    1.75e-06    2.04e-02
2014 10 22  0905   56952  32700     1.08e-07    2.02e-06    4.42e-02
2014 10 22  0910   56952  33000     4.47e-07    4.37e-06    1.03e-01
2014 10 22  0915   56952  33300     1.97e-07    3.52e-06    5.50e-02
2014 10 22  0920   56952  33600     1.02e-07    2.61e-06    3.90e-02
2014 10 22  0925   56952  33900     1.48e-07    2.65e-06    5.53e-02
2014 10 22  0930   56952  34200     1.42e-07    2.72e-06    5.19e-02
2014 10 22  0935   56952  34500     6.36e-08    2.19e-06    2.86e-02
2014 10 22  0940   56952  34800     2.91e-08    1.76e-06    1.64e-02
2014 10 22  0945   56952  35100     2.09e-08    1.57e-06    1.34e-02
2014 10 22  0950   56952  35400     1.63e-08    1.46e-06    1.12e-02
2014 10 22  0955   56952  35700     1.81e-08    1.44e-06    1.25e-02
2014 10 22  1000   56952  36000     2.55e-08    1.51e-06    1.69e-02
2014 10 22  1005   56952  36300     4.73e-08    1.70e-06    2.76e-02
2014 10 22  1010   56952  36600     4.91e-08    1.75e-06    2.80e-02
2014 10 22  1015   56952  36900     4.97e-08    1.78e-06    2.78e-02
2014 10 22  1020   56952  37200     1.15e-07    2.31e-06    4.96e-02
2014 10 22  1025   56952  37500     7.28e-08    2.20e-06    3.29e-02
2014 10 22  1030   56952  37800     4.67e-08    1.96e-06    2.38e-02
2014 10 22  1035   56952  38100     4.74e-08    1.91e-06    2.48e-02
2014 10 22  1040   56952  38400     5.17e-08    1.94e-06    2.66e-02
2014 10 22  1045   56952  38700     6.63e-08    2.04e-06    3.23e-02
2014 10 22  1050   56952  39000     1.20e-07    2.40e-06    4.99e-02
2014 10 22  1055   56952  39300     1.15e-07    2.54e-06    4.53e-02
2014 10 22  1100   56952  39600     8.10e-08    2.31e-06    3.50e-02
2014 10 22  1105   56952  39900     7.93e-08    2.17e-06    3.65e-02
2014 10 22  1110   56952  40200     1.11e-07    2.29e-06    4.82e-02
2014 10 22  1115   56952  40500     1.33e-07    2.45e-06    5.42e-02
2014 10 22  1120   56952  40800     8.52e-08    2.22e-06    3.82e-02
2014 10 22  1125   56952  41100     5.87e-08    1.96e-06    2.99e-02
2014 10 22  1130   56952  41400     5.56e-08    1.92e-06    2.90e-02
2014 10 22  1135   56952  41700     4.83e-08    1.79e-06    2.70e-02
2014 10 22  1140   56952  42000     4.88e-08    1.74e-06    2.80e-02
2014 10 22  1145   56952  42300     5.46e-08    1.80e-06    3.03e-02
2014 10 22  1150   56952  42600     5.67e-08    1.88e-06    3.02e-02
2014 10 22  1155   56952  42900     4.98e-08    1.87e-06    2.66e-02
2014 10 22  1200   56952  43200     1.65e-07    2.52e-06    6.02e-02
2014 10 22  1205   56952  43500     2.13e-07    3.17e-06    6.67e-02
2014 10 22  1210   56952  43800     1.29e-07    2.85e-06    4.50e-02
2014 10 22  1215   56952  44100     8.34e-08    2.39e-06    3.49e-02
2014 10 22  1220   56952  44400     7.82e-08    2.23e-06    3.51e-02
2014 10 22  1225   56952  44700     8.68e-08    2.31e-06    3.75e-02
2014 10 22  1230   56952  45000     8.67e-08    2.40e-06    3.61e-02
2014 10 22  1235   56952  45300     8.03e-08    2.39e-06    3.35e-02
2014 10 22  1240   56952  45600     6.32e-08    2.18e-06    2.90e-02
2014 10 22  1245   56952  45900     5.95e-08    2.05e-06    2.89e-02
2014 10 22  1250   56952  46200     4.61e-08    1.86e-06    2.48e-02
2014 10 22  1255   56952  46500     3.98e-08    1.72e-06    2.32e-02
2014 10 22  1300   56952  46800     4.08e-08    1.64e-06    2.49e-02
2014 10 22  1305   56952  47100     4.07e-08    1.61e-06    2.52e-02
2014 10 22  1310   56952  47400     4.19e-08    1.59e-06    2.63e-02
2014 10 22  1315   56952  47700     3.90e-08    1.55e-06    2.52e-02
2014 10 22  1320   56952  48000     3.86e-08    1.52e-06    2.55e-02
2014 10 22  1325   56952  48300     3.87e-08    1.52e-06    2.54e-02
2014 10 22  1330   56952  48600     3.68e-08    1.51e-06    2.43e-02
2014 10 22  1335   56952  48900     3.86e-08    1.53e-06    2.52e-02
2014 10 22  1340   56952  49200     4.40e-08    1.55e-06    2.83e-02
2014 10 22  1345   56952  49500     4.40e-08    1.58e-06    2.79e-02
2014 10 22  1350   56952  49800     4.74e-08    1.63e-06    2.90e-02
2014 10 22  1355   56952  50100     6.05e-08    1.76e-06    3.43e-02
2014 10 22  1400   56952  50400     1.28e-07    2.07e-06    5.89e-02
2014 10 22  1405   56952  50700     1.47e-05    3.52e-05    3.73e-01
2014 10 22  1410   56952  51000     4.13e-05    9.97e-05    4.18e-01
2014 10 22  1415   56952  51300     4.64e-05    1.35e-04    3.44e-01
2014 10 22  1420   56952  51600     4.90e-05    1.52e-04    3.22e-01
2014 10 22  1425   56952  51900     5.10e-05    1.65e-04    3.09e-01
2014 10 22  1430   56952  52200     4.21e-05    1.59e-04    2.65e-01
2014 10 22  1435   56952  52500     3.20e-05    1.41e-04    2.27e-01
2014 10 22  1440   56952  52800     2.37e-05    1.19e-04    1.98e-01
2014 10 22  1445   56952  53100     1.63e-05    9.64e-05    1.69e-01
2014 10 22  1450   56952  53400     1.13e-05    7.63e-05    1.48e-01
2014 10 22  1455   56952  53700     7.62e-06    6.01e-05    1.26e-01
2014 10 22  1500   56952  54000     5.08e-06    4.73e-05    1.07e-01
2014 10 22  1505   56952  54300     3.36e-06    3.74e-05    8.96e-02
2014 10 22  1510   56952  54600     2.29e-06    2.99e-05    7.64e-02
2014 10 22  1515   56952  54900     1.63e-06    2.43e-05    6.71e-02
2014 10 22  1520   56952  55200     1.22e-06    2.02e-05    6.02e-02
2014 10 22  1525   56952  55500     9.29e-07    1.68e-05    5.50e-02
2014 10 22  1530   56952  55800     6.60e-07    1.37e-05    4.79e-02
2014 10 22  1535   56952  56100     4.75e-07    1.12e-05    4.23e-02
2014 10 22  1540   56952  56400     3.67e-07    9.37e-06    3.91e-02
2014 10 22  1545   56952  56700     2.71e-07    7.79e-06    3.47e-02
2014 10 22  1550   56952  57000     7.56e-07    8.54e-06    8.00e-02
2014 10 22  1555   56952  57300     1.53e-06    1.36e-05    1.12e-01
2014 10 22  1600   56952  57600     8.36e-07    1.12e-05    7.41e-02
2014 10 22  1605   56952  57900     5.09e-07    8.71e-06    5.82e-02
2014 10 22  1610   56952  58200     3.33e-07    6.92e-06    4.80e-02
2014 10 22  1615   56952  58500     2.46e-07    5.69e-06    4.33e-02
2014 10 22  1620   56952  58800     1.99e-07    4.91e-06    4.06e-02
2014 10 22  1625   56952  59100     1.88e-07    4.50e-06    4.16e-02
2014 10 22  1630   56952  59400     1.36e-07    3.93e-06    3.47e-02
2014 10 22  1635   56952  59700     1.10e-07    3.49e-06    3.17e-02
2014 10 22  1640   56952  60000     1.05e-07    3.24e-06    3.23e-02
2014 10 22  1645   56952  60300     1.05e-07    3.12e-06    3.37e-02
2014 10 22  1650   56952  60600     1.38e-07    3.24e-06    4.23e-02
2014 10 22  1655   56952  60900     5.08e-07    5.42e-06    9.37e-02
2014 10 22  1700   56952  61200     2.88e-07    4.85e-06    5.84e-02
2014 10 22  1705   56952  61500     1.78e-07    3.67e-06    4.86e-02
2014 10 22  1710   56952  61800     2.64e-07    4.02e-06    6.55e-02
2014 10 22  1715   56952  62100     3.08e-07    4.36e-06    7.05e-02
2014 10 22  1720   56952  62400     3.63e-07    4.63e-06    7.85e-02
2014 10 22  1725   56952  62700     3.14e-07    4.52e-06    6.94e-02
2014 10 22  1730   56952  63000     3.43e-07    4.81e-06    7.05e-02
2014 10 22  1735   56952  63300     3.18e-07    5.16e-06    6.15e-02
2014 10 22  1740   56952  63600     2.47e-07    4.45e-06    5.56e-02
2014 10 22  1745   56952  63900     2.61e-07    4.40e-06    5.93e-02
2014 10 22  1750   56952  64200     3.12e-07    4.78e-06    6.52e-02
2014 10 22  1755   56952  64500     3.20e-07    5.01e-06    6.37e-02
2014 10 22  1800   56952  64800     4.94e-07    5.62e-06    8.65e-02
2014 10 22  1805   56952  65100     1.09e-06    7.88e-06    1.38e-01
2014 10 22  1810   56952  65400     1.18e-06    9.31e-06    1.26e-01
2014 10 22  1815   56952  65700     9.68e-07    9.49e-06    1.02e-01
2014 10 22  1820   56952  66000     7.32e-07    8.92e-06    8.20e-02
2014 10 22  1825   56952  66300     5.52e-07    8.10e-06    6.80e-02
2014 10 22  1830   56952  66600     4.15e-07    7.27e-06    5.71e-02
2014 10 22  1835   56952  66900     3.30e-07    6.52e-06    5.05e-02
2014 10 22  1840   56952  67200     2.69e-07    5.88e-06    4.57e-02
2014 10 22  1845   56952  67500     2.30e-07    5.43e-06    4.22e-02
2014 10 22  1850   56952  67800     1.92e-07    4.99e-06    3.83e-02
2014 10 22  1855   56952  68100     1.71e-07    4.63e-06    3.69e-02
2014 10 22  1900   56952  68400     1.51e-07    4.38e-06    3.44e-02
2014 10 22  1905   56952  68700     1.32e-07    4.06e-06    3.24e-02
2014 10 22  1910   56952  69000     1.17e-07    3.80e-06    3.08e-02
2014 10 22  1915   56952  69300     1.10e-07    3.64e-06    3.02e-02
2014 10 22  1920   56952  69600     1.06e-07    3.51e-06    3.01e-02
2014 10 22  1925   56952  69900     9.70e-08    3.35e-06    2.89e-02
2014 10 22  1930   56952  70200     1.02e-07    3.27e-06    3.11e-02
2014 10 22  1935   56952  70500     9.19e-08    3.14e-06    2.92e-02
2014 10 22  1940   56952  70800     8.18e-08    3.00e-06    2.73e-02
2014 10 22  1945   56952  71100     7.98e-08    2.91e-06    2.74e-02
2014 10 22  1950   56952  71400     8.21e-08    2.95e-06    2.78e-02
2014 10 22  1955   56952  71700     7.48e-08    2.81e-06    2.66e-02
2014 10 22  2000   56952  72000     6.81e-08    2.68e-06    2.54e-02
2014 10 22  2005   56952  72300     9.27e-08    2.82e-06    3.27e-02
2014 10 22  2010   56952  72600     1.69e-07    3.21e-06    5.15e-02
2014 10 22  2015   56952  72900     1.01e-07    3.02e-06    3.32e-02
2014 10 22  2020   56952  73200     6.55e-08    2.63e-06    2.49e-02
2014 10 22  2025   56952  73500     7.01e-08    2.60e-06    2.69e-02
2014 10 22  2030   56952  73800     6.44e-08    2.53e-06    2.54e-02
2014 10 22  2035   56952  74100     1.08e-07    2.74e-06    3.89e-02
2014 10 22  2040   56952  74400     2.30e-07    3.36e-06    6.87e-02
2014 10 22  2045   56952  74700     2.08e-07    3.42e-06    6.09e-02
2014 10 22  2050   56952  75000     1.69e-07    3.32e-06    5.09e-02
2014 10 22  2055   56952  75300     1.70e-07    3.34e-06    5.09e-02
2014 10 22  2100   56952  75600     1.55e-07    3.44e-06    4.51e-02
2014 10 22  2105   56952  75900     2.43e-07    4.43e-06    5.48e-02
2014 10 22  2110   56952  76200     3.80e-07    5.61e-06    6.72e-02
2014 10 22  2115   56952  76500     3.92e-07    6.39e-06    6.11e-02
2014 10 22  2120   56952  76800     1.99e-07    5.02e-06    3.94e-02
2014 10 22  2125   56952  77100     1.09e-07    3.67e-06    2.94e-02
2014 10 22  2130   56952  77400     7.18e-08    2.90e-06    2.47e-02
2014 10 22  2135   56952  77700     5.23e-08    2.43e-06    2.15e-02
2014 10 22  2140   56952  78000     4.15e-08    2.16e-06    1.92e-02
2014 10 22  2145   56952  78300     6.85e-08    2.11e-06    3.22e-02
2014 10 22  2150   56952  78600     1.02e-07    2.28e-06    4.48e-02
2014 10 22  2155   56952  78900     8.07e-08    2.23e-06    3.61e-02
2014 10 22  2200   56952  79200     6.29e-08    2.15e-06    2.92e-02
2014 10 22  2205   56952  79500     4.81e-08    2.04e-06    2.36e-02
2014 10 22  2210   56952  79800     3.65e-08    1.88e-06    1.94e-02
2014 10 22  2215   56952  80100     2.98e-08    1.74e-06    1.71e-02
2014 10 22  2220   56952  80400     2.10e-08    1.64e-06    1.28e-02
2014 10 22  2225   56952  80700     1.91e-08    1.55e-06    1.23e-02
2014 10 22  2230   56952  81000     2.17e-08    1.52e-06    1.43e-02
2014 10 22  2235   56952  81300     2.14e-08    1.52e-06    1.41e-02
2014 10 22  2240   56952  81600     1.67e-08    1.46e-06    1.14e-02
2014 10 22  2245   56952  81900     1.75e-08    1.45e-06    1.20e-02
2014 10 22  2250   56952  82200     1.42e-08    1.40e-06    1.02e-02
2014 10 22  2255   56952  82500     1.75e-08    1.41e-06    1.24e-02
2014 10 22  2300   56952  82800     2.09e-08    1.44e-06    1.45e-02
2014 10 22  2305   56952  83100     2.39e-08    1.46e-06    1.63e-02
2014 10 22  2310   56952  83400     6.60e-08    1.78e-06    3.68e-02
2014 10 22  2315   56952  83700     4.34e-08    1.78e-06    2.41e-02
2014 10 22  2320   56952  84000     3.47e-08    1.61e-06    2.16e-02
2014 10 22  2325   56952  84300     3.72e-08    1.58e-06    2.35e-02
2014 10 22  2330   56952  84600     3.98e-08    1.62e-06    2.45e-02
2014 10 22  2335   56952  84900     3.49e-08    1.61e-06    2.17e-02
2014 10 22  2340   56952  85200     2.99e-08    1.54e-06    1.95e-02
2014 10 22  2345   56952  85500     2.64e-08    1.49e-06    1.77e-02
2014 10 22  2350   56952  85800     2.19e-08    1.45e-06    1.52e-02
2014 10 22  2355   56952  86100     2.33e-08    1.45e-06    1.61e-02
