:Data_list: 20141027_Gp_xr_5m.txt
:Created: 2014 Oct 28 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 10 27  0145   56957   6300     7.46e-07    6.16e-06    1.16e-01
2014 10 27  0150   56957   6600     1.09e-06    8.61e-06    1.27e-01
2014 10 27  0155   56957   6900     9.94e-07    9.05e-06    1.10e-01
2014 10 27  0200   56957   7200     1.12e-06    1.04e-05    1.07e-01
2014 10 27  0205   56957   7500     7.01e-07    8.75e-06    8.00e-02
2014 10 27  0210   56957   7800     4.19e-07    6.84e-06    6.05e-02
2014 10 27  0215   56957   8100     4.02e-07    5.75e-06    6.91e-02
2014 10 27  0220   56957   8400     5.99e-07    6.55e-06    9.10e-02
2014 10 27  0225   56957   8700     4.06e-07    5.59e-06    7.26e-02
2014 10 27  0230   56957   9000     8.08e-07    6.74e-06    1.18e-01
2014 10 27  0235   56957   9300     6.34e-07    6.67e-06    9.35e-02
2014 10 27  0240   56957   9600     2.59e-07    4.70e-06    5.46e-02
2014 10 27  0245   56957   9900     1.69e-07    3.71e-06    4.57e-02
2014 10 27  0250   56957  10200     1.49e-07    3.37e-06    4.40e-02
2014 10 27  0255   56957  10500     1.07e-07    3.05e-06    3.53e-02
2014 10 27  0300   56957  10800     8.93e-08    2.87e-06    3.11e-02
2014 10 27  0305   56957  11100     7.47e-08    2.68e-06    2.79e-02
2014 10 27  0310   56957  11400     6.94e-08    2.53e-06    2.73e-02
2014 10 27  0315   56957  11700     1.97e-07    3.22e-06    6.12e-02
2014 10 27  0320   56957  12000     1.90e-07    3.24e-06    5.85e-02
2014 10 27  0325   56957  12300     3.49e-07    4.05e-06    8.54e-02
2014 10 27  0330   56957  12600     5.62e-07    5.22e-06    1.08e-01
2014 10 27  0335   56957  12900     1.18e-06    7.99e-06    1.42e-01
2014 10 27  0340   56957  13200     1.87e-06    1.24e-05    1.50e-01
2014 10 27  0345   56957  13500     9.31e-07    9.59e-06    9.65e-02
2014 10 27  0350   56957  13800     5.73e-07    7.47e-06    7.65e-02
2014 10 27  0355   56957  14100     3.87e-07    6.04e-06    6.38e-02
2014 10 27  0400   56957  14400     2.25e-07    4.68e-06    4.77e-02
2014 10 27  0405   56957  14700     1.42e-07    3.74e-06    3.80e-02
2014 10 27  0410   56957  15000     1.18e-07    3.25e-06    3.64e-02
2014 10 27  0415   56957  15300     1.31e-07    3.13e-06    4.20e-02
2014 10 27  0420   56957  15600     9.72e-08    2.89e-06    3.36e-02
2014 10 27  0425   56957  15900     7.70e-08    2.62e-06    2.94e-02
2014 10 27  0430   56957  16200     6.01e-08    2.44e-06    2.46e-02
2014 10 27  0435   56957  16500     5.63e-08    2.33e-06    2.41e-02
2014 10 27  0440   56957  16800     6.56e-08    2.33e-06    2.82e-02
2014 10 27  0445   56957  17100     6.55e-08    2.31e-06    2.84e-02
2014 10 27  0450   56957  17400     7.07e-08    2.32e-06    3.04e-02
2014 10 27  0455   56957  17700     5.22e-08    2.25e-06    2.32e-02
2014 10 27  0500   56957  18000     2.03e-07    2.71e-06    6.76e-02
2014 10 27  0505   56957  18300     2.27e-07    3.21e-06    7.00e-02
2014 10 27  0510   56957  18600     9.10e-08    2.65e-06    3.40e-02
2014 10 27  0515   56957  18900     7.28e-08    2.43e-06    2.99e-02
2014 10 27  0520   56957  19200     1.79e-07    3.03e-06    5.69e-02
2014 10 27  0525   56957  19500     3.54e-07    4.52e-06    7.83e-02
2014 10 27  0530   56957  19800     2.40e-07    4.07e-06    5.88e-02
2014 10 27  0535   56957  20100     4.33e-07    4.78e-06    9.06e-02
2014 10 27  0540   56957  20400     2.86e-07    4.38e-06    6.50e-02
2014 10 27  0545   56957  20700     1.93e-07    3.79e-06    5.08e-02
2014 10 27  0550   56957  21000     1.72e-07    3.54e-06    4.86e-02
2014 10 27  0555   56957  21300     1.77e-07    3.51e-06    5.06e-02
2014 10 27  0600   56957  21600     1.72e-07    3.42e-06    5.01e-02
2014 10 27  0605   56957  21900     1.64e-07    3.37e-06    4.85e-02
2014 10 27  0610   56957  22200     1.35e-07    3.18e-06    4.23e-02
2014 10 27  0615   56957  22500     1.81e-07    3.49e-06    5.16e-02
2014 10 27  0620   56957  22800     4.25e-07    4.60e-06    9.21e-02
2014 10 27  0625   56957  23100     3.99e-07    4.90e-06    8.15e-02
2014 10 27  0630   56957  23400     3.63e-07    4.93e-06    7.35e-02
2014 10 27  0635   56957  23700     4.42e-07    5.54e-06    7.97e-02
2014 10 27  0640   56957  24000     4.66e-07    5.83e-06    7.99e-02
2014 10 27  0645   56957  24300     6.54e-07    6.74e-06    9.69e-02
2014 10 27  0650   56957  24600     5.70e-07    6.77e-06    8.39e-02
2014 10 27  0655   56957  24900     7.16e-07    6.89e-06    9.97e-02
2014 10 27  0700   56957  25200     1.15e-06    9.38e-06    1.22e-01
2014 10 27  0705   56957  25500     5.77e-07    7.52e-06    7.61e-02
2014 10 27  0710   56957  25800     8.41e-07    7.23e-06    1.08e-01
2014 10 27  0715   56957  26100     1.11e-06    9.01e-06    1.22e-01
2014 10 27  0720   56957  26400     6.02e-07    7.32e-06    8.20e-02
2014 10 27  0725   56957  26700     3.90e-07    5.92e-06    6.58e-02
2014 10 27  0730   56957  27000     5.72e-07    6.21e-06    9.15e-02
2014 10 27  0735   56957  27300     4.03e-07    5.64e-06    7.12e-02
2014 10 27  0740   56957  27600     3.49e-07    5.18e-06    6.75e-02
2014 10 27  0745   56957  27900     4.17e-07    5.59e-06    7.46e-02
2014 10 27  0750   56957  28200     5.01e-07    6.14e-06    8.15e-02
2014 10 27  0755   56957  28500     6.35e-07    7.01e-06    9.05e-02
2014 10 27  0800   56957  28800     6.23e-07    7.14e-06    8.72e-02
2014 10 27  0805   56957  29100     6.42e-07    7.23e-06    8.88e-02
2014 10 27  0810   56957  29400     1.03e-06    8.21e-06    1.25e-01
2014 10 27  0815   56957  29700     1.03e-06    8.69e-06    1.18e-01
2014 10 27  0820   56957  30000     7.25e-07    7.97e-06    9.09e-02
2014 10 27  0825   56957  30300     5.45e-07    7.06e-06    7.71e-02
2014 10 27  0830   56957  30600     4.13e-07    6.27e-06    6.58e-02
2014 10 27  0835   56957  30900     3.28e-07    5.65e-06    5.81e-02
2014 10 27  0840   56957  31200     2.88e-07    5.20e-06    5.53e-02
2014 10 27  0845   56957  31500     2.89e-07    5.02e-06    5.77e-02
2014 10 27  0850   56957  31800     2.96e-07    5.00e-06    5.92e-02
2014 10 27  0855   56957  32100     5.48e-07    6.21e-06    8.60e-02
2014 10 27  0900   56957  32400     1.30e-06    9.22e-06    1.41e-01
2014 10 27  0905   56957  32700     1.49e-06    1.06e-05    1.41e-01
2014 10 27  0910   56957  33000     1.10e-06    9.98e-06    1.11e-01
2014 10 27  0915   56957  33300     1.01e-06    9.82e-06    1.03e-01
2014 10 27  0920   56957  33600     1.64e-06    1.21e-05    1.33e-01
2014 10 27  0925   56957  33900     3.02e-06    1.78e-05    1.69e-01
2014 10 27  0930   56957  34200     3.51e-06    2.05e-05    1.72e-01
2014 10 27  0935   56957  34500     3.29e-06    2.17e-05    1.52e-01
2014 10 27  0940   56957  34800     2.93e-06    2.18e-05    1.34e-01
2014 10 27  0945   56957  35100     2.87e-06    2.18e-05    1.31e-01
2014 10 27  0950   56957  35400     3.46e-06    2.40e-05    1.44e-01
2014 10 27  0955   56957  35700     5.27e-06    2.97e-05    1.75e-01
2014 10 27  1000   56957  36000     1.34e-05    5.00e-05    2.63e-01
2014 10 27  1005   56957  36300     1.77e-05    6.69e-05    2.65e-01
2014 10 27  1010   56957  36600     1.47e-05    6.71e-05    2.19e-01
2014 10 27  1015   56957  36900     1.33e-05    6.61e-05    2.00e-01
2014 10 27  1020   56957  37200     9.41e-06    5.73e-05    1.64e-01
2014 10 27  1025   56957  37500     6.63e-06    4.82e-05    1.37e-01
2014 10 27  1030   56957  37800     5.46e-06    4.28e-05    1.28e-01
2014 10 27  1035   56957  38100     4.05e-06    3.67e-05    1.10e-01
2014 10 27  1040   56957  38400     2.80e-06    3.00e-05    9.28e-02
2014 10 27  1045   56957  38700     1.97e-06    2.46e-05    8.01e-02
2014 10 27  1050   56957  39000     1.42e-06    2.01e-05    7.06e-02
2014 10 27  1055   56957  39300     1.14e-06    1.72e-05    6.66e-02
2014 10 27  1100   56957  39600     9.77e-07    1.52e-05    6.43e-02
2014 10 27  1105   56957  39900     9.46e-07    1.40e-05    6.78e-02
2014 10 27  1110   56957  40200     1.26e-06    1.43e-05    8.72e-02
2014 10 27  1115   56957  40500     2.32e-06    1.73e-05    1.34e-01
2014 10 27  1120   56957  40800     2.78e-06    2.04e-05    1.36e-01
2014 10 27  1125   56957  41100     2.27e-06    2.01e-05    1.13e-01
2014 10 27  1130   56957  41400     2.08e-06    1.95e-05    1.07e-01
2014 10 27  1135   56957  41700     1.78e-06    1.81e-05    9.86e-02
2014 10 27  1140   56957  42000     1.54e-06    1.60e-05    9.63e-02
2014 10 27  1145   56957  42300     1.28e-06    1.40e-05    9.18e-02
2014 10 27  1150   56957  42600     1.07e-06    1.22e-05    8.77e-02
2014 10 27  1155   56957  42900     1.02e-06    1.12e-05    9.12e-02
2014 10 27  1200   56957  43200     1.09e-06    1.08e-05    1.01e-01
2014 10 27  1205   56957  43500     1.30e-06    1.12e-05    1.16e-01
2014 10 27  1210   56957  43800     1.08e-06    1.04e-05    1.04e-01
2014 10 27  1215   56957  44100     1.03e-06    9.92e-06    1.03e-01
2014 10 27  1220   56957  44400     9.67e-07    9.46e-06    1.02e-01
2014 10 27  1225   56957  44700     7.39e-07    8.47e-06    8.70e-02
2014 10 27  1230   56957  45000     5.02e-07    7.12e-06    7.03e-02
2014 10 27  1235   56957  45300     3.75e-07    6.13e-06    6.11e-02
2014 10 27  1240   56957  45600     2.98e-07    5.41e-06    5.51e-02
2014 10 27  1245   56957  45900     2.64e-07    4.97e-06    5.31e-02
2014 10 27  1250   56957  46200     2.51e-07    4.75e-06    5.28e-02
2014 10 27  1255   56957  46500     2.29e-07    4.43e-06    5.16e-02
2014 10 27  1300   56957  46800     1.78e-07    3.97e-06    4.48e-02
2014 10 27  1305   56957  47100     1.40e-07    3.53e-06    3.98e-02
2014 10 27  1310   56957  47400     1.32e-07    3.34e-06    3.96e-02
2014 10 27  1315   56957  47700     1.09e-07    3.09e-06    3.54e-02
2014 10 27  1320   56957  48000     1.22e-07    3.08e-06    3.96e-02
2014 10 27  1325   56957  48300     1.43e-07    3.01e-06    4.76e-02
2014 10 27  1330   56957  48600     1.95e-07    3.25e-06    6.02e-02
2014 10 27  1335   56957  48900     2.20e-07    3.55e-06    6.19e-02
2014 10 27  1340   56957  49200     1.63e-07    3.37e-06    4.83e-02
2014 10 27  1345   56957  49500     1.31e-07    3.12e-06    4.19e-02
2014 10 27  1350   56957  49800     1.22e-07    2.99e-06    4.08e-02
2014 10 27  1355   56957  50100     1.09e-07    2.83e-06    3.83e-02
2014 10 27  1400   56957  50400     1.08e-07    2.79e-06    3.86e-02
2014 10 27  1405   56957  50700     1.64e-07    3.02e-06    5.36e-02
2014 10 27  1410   56957  51000     5.06e-07    4.24e-06    1.16e-01
2014 10 27  1415   56957  51300     2.34e-06    1.00e-05    2.16e-01
2014 10 27  1420   56957  51600     1.96e-05    5.02e-05    3.78e-01
2014 10 27  1425   56957  51900     4.91e-05    1.24e-04    3.97e-01
2014 10 27  1430   56957  52200     5.47e-05    1.57e-04    3.49e-01
2014 10 27  1435   56957  52500     5.43e-05    1.67e-04    3.24e-01
2014 10 27  1440   56957  52800     6.40e-05    1.91e-04    3.35e-01
2014 10 27  1445   56957  53100     6.50e-05    2.05e-04    3.17e-01
2014 10 27  1450   56957  53400     5.07e-05    1.91e-04    2.66e-01
2014 10 27  1455   56957  53700     3.59e-05    1.64e-04    2.18e-01
2014 10 27  1500   56957  54000     2.53e-05    1.37e-04    1.84e-01
2014 10 27  1505   56957  54300     1.78e-05    1.13e-04    1.57e-01
2014 10 27  1510   56957  54600     1.25e-05    9.28e-05    1.35e-01
2014 10 27  1515   56957  54900     8.75e-06    7.58e-05    1.15e-01
2014 10 27  1520   56957  55200     6.09e-06    6.16e-05    9.85e-02
2014 10 27  1525   56957  55500     4.26e-06    4.98e-05    8.55e-02
2014 10 27  1530   56957  55800     3.07e-06    4.04e-05    7.59e-02
2014 10 27  1535   56957  56100     2.25e-06    3.28e-05    6.83e-02
2014 10 27  1540   56957  56400     1.68e-06    2.70e-05    6.23e-02
2014 10 27  1545   56957  56700     1.32e-06    2.27e-05    5.79e-02
2014 10 27  1550   56957  57000     1.11e-06    1.97e-05    5.63e-02
2014 10 27  1555   56957  57300     9.37e-07    1.72e-05    5.45e-02
2014 10 27  1600   56957  57600     7.52e-07    1.47e-05    5.12e-02
2014 10 27  1605   56957  57900     6.06e-07    1.26e-05    4.79e-02
2014 10 27  1610   56957  58200     4.95e-07    1.10e-05    4.52e-02
2014 10 27  1615   56957  58500     4.19e-07    9.74e-06    4.30e-02
2014 10 27  1620   56957  58800     3.56e-07    8.63e-06    4.13e-02
2014 10 27  1625   56957  59100     2.95e-07    7.74e-06    3.81e-02
2014 10 27  1630   56957  59400     2.84e-07    7.26e-06    3.91e-02
2014 10 27  1635   56957  59700     2.58e-07    6.83e-06    3.77e-02
2014 10 27  1640   56957  60000     3.16e-07    6.73e-06    4.69e-02
2014 10 27  1645   56957  60300     2.40e-07    6.13e-06    3.91e-02
2014 10 27  1650   56957  60600     1.86e-07    5.55e-06    3.34e-02
2014 10 27  1655   56957  60900     2.60e-07    5.43e-06    4.71e-02
2014 10 27  1700   56957  61200     7.17e-07    7.35e-06    9.75e-02
2014 10 27  1705   56957  61500     3.94e-07    6.42e-06    6.08e-02
2014 10 27  1710   56957  61800     2.05e-07    5.04e-06    4.05e-02
2014 10 27  1715   56957  62100     1.46e-07    4.24e-06    3.44e-02
2014 10 27  1720   56957  62400     1.32e-07    3.92e-06    3.37e-02
2014 10 27  1725   56957  62700     1.38e-07    3.79e-06    3.65e-02
2014 10 27  1730   56957  63000     2.40e-07    4.44e-06    5.30e-02
2014 10 27  1735   56957  63300     1.23e-06    1.00e-05    1.15e-01
2014 10 27  1740   56957  63600     1.40e-06    1.38e-05    1.01e-01
2014 10 27  1745   56957  63900     7.35e-07    9.75e-06    7.57e-02
2014 10 27  1750   56957  64200     6.62e-07    8.62e-06    7.58e-02
2014 10 27  1755   56957  64500     2.71e-07    5.87e-06    4.59e-02
2014 10 27  1800   56957  64800     1.94e-07    4.65e-06    4.18e-02
2014 10 27  1805   56957  65100     1.51e-07    4.02e-06    3.76e-02
2014 10 27  1810   56957  65400     1.29e-07    3.64e-06    3.54e-02
2014 10 27  1815   56957  65700     1.12e-07    3.43e-06    3.26e-02
2014 10 27  1820   56957  66000     1.05e-07    3.32e-06    3.16e-02
2014 10 27  1825   56957  66300     2.23e-07    3.79e-06    5.63e-02
2014 10 27  1830   56957  66600     1.91e-07    4.00e-06    4.68e-02
2014 10 27  1835   56957  66900     1.03e-07    3.39e-06    3.04e-02
2014 10 27  1840   56957  67200     7.79e-08    3.08e-06    2.53e-02
2014 10 27  1845   56957  67500     8.01e-08    2.99e-06    2.68e-02
2014 10 27  1850   56957  67800     7.21e-08    2.86e-06    2.52e-02
2014 10 27  1855   56957  68100     1.95e-07    3.32e-06    5.69e-02
2014 10 27  1900   56957  68400     2.53e-07    3.81e-06    6.59e-02
2014 10 27  1905   56957  68700     1.34e-07    3.31e-06    4.04e-02
2014 10 27  1910   56957  69000     1.13e-07    3.12e-06    3.61e-02
2014 10 27  1915   56957  69300     9.15e-08    2.89e-06    3.16e-02
2014 10 27  1920   56957  69600     8.10e-08    2.75e-06    2.95e-02
2014 10 27  1925   56957  69900     7.25e-08    2.65e-06    2.74e-02
2014 10 27  1930   56957  70200     7.24e-08    2.64e-06    2.74e-02
2014 10 27  1935   56957  70500     7.19e-08    2.67e-06    2.69e-02
2014 10 27  1940   56957  70800     1.06e-07    2.98e-06    3.55e-02
2014 10 27  1945   56957  71100     8.24e-08    2.73e-06    3.02e-02
2014 10 27  1950   56957  71400     7.14e-08    2.58e-06    2.77e-02
2014 10 27  1955   56957  71700     8.01e-08    2.59e-06    3.09e-02
2014 10 27  2000   56957  72000     8.47e-08    2.64e-06    3.20e-02
2014 10 27  2005   56957  72300     6.52e-08    2.50e-06    2.61e-02
2014 10 27  2010   56957  72600     5.72e-08    2.41e-06    2.37e-02
2014 10 27  2015   56957  72900     5.21e-08    2.30e-06    2.27e-02
2014 10 27  2020   56957  73200     7.65e-08    2.43e-06    3.13e-02
2014 10 27  2025   56957  73500     1.13e-07    2.67e-06    4.25e-02
2014 10 27  2030   56957  73800     1.93e-07    3.15e-06    6.15e-02
2014 10 27  2035   56957  74100     1.34e-07    3.01e-06    4.46e-02
2014 10 27  2040   56957  74400     9.71e-08    2.74e-06    3.55e-02
2014 10 27  2045   56957  74700     1.01e-07    2.70e-06    3.73e-02
2014 10 27  2050   56957  75000     9.60e-08    2.69e-06    3.57e-02
2014 10 27  2055   56957  75300     9.75e-08    2.64e-06    3.69e-02
2014 10 27  2100   56957  75600     6.49e-08    2.43e-06    2.66e-02
2014 10 27  2105   56957  75900     6.64e-08    2.36e-06    2.82e-02
2014 10 27  2110   56957  76200     5.86e-08    2.26e-06    2.59e-02
2014 10 27  2115   56957  76500     1.48e-07    2.59e-06    5.26e-02
2014 10 27  2120   56957  76800     6.44e-07    4.97e-06    1.30e-01
2014 10 27  2125   56957  77100     3.08e-07    4.38e-06    6.95e-02
2014 10 27  2130   56957  77400     3.35e-07    4.41e-06    7.49e-02
2014 10 27  2135   56957  77700     1.49e-07    3.46e-06    4.26e-02
2014 10 27  2140   56957  78000     9.85e-08    2.82e-06    3.49e-02
2014 10 27  2145   56957  78300     9.77e-08    2.69e-06    3.62e-02
2014 10 27  2150   56957  78600     1.01e-07    2.76e-06    3.63e-02
2014 10 27  2155   56957  78900     1.09e-07    2.75e-06    3.95e-02
2014 10 27  2200   56957  79200     8.83e-08    2.70e-06    3.27e-02
2014 10 27  2205   56957  79500     7.59e-08    2.56e-06    2.96e-02
2014 10 27  2210   56957  79800     7.04e-08    2.46e-06    2.86e-02
2014 10 27  2215   56957  80100     6.89e-08    2.42e-06    2.84e-02
2014 10 27  2220   56957  80400     6.68e-08    2.40e-06    2.79e-02
2014 10 27  2225   56957  80700     6.08e-08    2.35e-06    2.58e-02
2014 10 27  2230   56957  81000     5.59e-08    2.29e-06    2.44e-02
2014 10 27  2235   56957  81300     5.28e-08    2.25e-06    2.35e-02
2014 10 27  2240   56957  81600     5.94e-08    2.29e-06    2.59e-02
2014 10 27  2245   56957  81900     6.04e-08    2.30e-06    2.63e-02
2014 10 27  2250   56957  82200     8.11e-08    2.42e-06    3.34e-02
2014 10 27  2255   56957  82500     1.39e-07    2.84e-06    4.88e-02
2014 10 27  2300   56957  82800     4.16e-07    4.13e-06    9.97e-02
2014 10 27  2305   56957  83100     3.05e-07    4.30e-06    7.02e-02
2014 10 27  2310   56957  83400     2.20e-07    4.07e-06    5.41e-02
2014 10 27  2315   56957  83700     1.51e-07    3.47e-06    4.30e-02
2014 10 27  2320   56957  84000     1.00e-07    2.82e-06    3.56e-02
2014 10 27  2325   56957  84300     9.16e-08    2.70e-06    3.39e-02
2014 10 27  2330   56957  84600     1.15e-07    2.68e-06    4.24e-02
2014 10 27  2335   56957  84900     1.97e-07    3.08e-06    6.38e-02
2014 10 27  2340   56957  85200     1.49e-07    2.98e-06    4.98e-02
2014 10 27  2345   56957  85500     1.23e-07    2.79e-06    4.39e-02
2014 10 27  2350   56957  85800     1.62e-07    2.96e-06    5.45e-02
2014 10 27  2355   56957  86100     1.55e-07    3.02e-06    5.15e-02
