:Data_list: 20141019_Gp_xr_5m.txt
:Created: 2014 Oct 20 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 10 19  1545   56949  56700     1.98e-08    1.42e-06    1.39e-02
2014 10 19  1550   56949  57000     2.06e-07    2.07e-06    8.04e-02
2014 10 19  1555   56949  57300     4.65e-07    3.82e-06    1.21e-01
2014 10 19  1600   56949  57600     1.55e-07    2.94e-06    5.17e-02
2014 10 19  1605   56949  57900     5.81e-08    2.12e-06    2.71e-02
2014 10 19  1610   56949  58200     3.61e-08    1.71e-06    2.11e-02
2014 10 19  1615   56949  58500     3.00e-08    1.58e-06    1.90e-02
2014 10 19  1620   56949  58800     2.25e-08    1.45e-06    1.55e-02
2014 10 19  1625   56949  59100     3.12e-08    1.47e-06    2.11e-02
2014 10 19  1630   56949  59400     2.79e-08    1.47e-06    1.89e-02
2014 10 19  1635   56949  59700     1.51e-08    1.32e-06    1.13e-02
2014 10 19  1640   56949  60000     1.47e-08    1.26e-06    1.17e-02
2014 10 19  1645   56949  60300     1.63e-08    1.28e-06    1.27e-02
2014 10 19  1650   56949  60600     1.98e-08    1.33e-06    1.50e-02
2014 10 19  1655   56949  60900     1.84e-08    1.33e-06    1.39e-02
2014 10 19  1700   56949  61200     4.39e-08    1.46e-06    2.95e-02
2014 10 19  1705   56949  61500     5.76e-08    1.60e-06    3.49e-02
2014 10 19  1710   56949  61800     1.45e-08    1.29e-06    1.12e-02
2014 10 19  1715   56949  62100     1.13e-08    1.21e-06    9.39e-03
2014 10 19  1720   56949  62400     4.06e-08    1.37e-06    2.89e-02
2014 10 19  1725   56949  62700     3.16e-08    1.40e-06    2.25e-02
2014 10 19  1730   56949  63000     3.63e-07    2.74e-06    1.04e-01
2014 10 19  1735   56949  63300     1.99e-07    3.03e-06    5.94e-02
2014 10 19  1740   56949  63600     3.44e-08    1.59e-06    2.13e-02
2014 10 19  1745   56949  63900     1.76e-08    1.33e-06    1.32e-02
2014 10 19  1750   56949  64200     1.12e-08    1.23e-06    9.05e-03
2014 10 19  1755   56949  64500     1.10e-08    1.19e-06    9.24e-03
2014 10 19  1800   56949  64800     7.62e-09    1.14e-06    6.67e-03
2014 10 19  1805   56949  65100     7.40e-09    1.10e-06    6.71e-03
2014 10 19  1810   56949  65400     7.94e-09    1.10e-06    7.21e-03
2014 10 19  1815   56949  65700     1.15e-08    1.11e-06    1.04e-02
2014 10 19  1820   56949  66000     3.89e-08    1.29e-06    2.98e-02
2014 10 19  1825   56949  66300     3.94e-08    1.37e-06    2.87e-02
2014 10 19  1830   56949  66600     2.70e-08    1.32e-06    2.04e-02
2014 10 19  1835   56949  66900     1.78e-08    1.25e-06    1.43e-02
2014 10 19  1840   56949  67200     2.11e-08    1.24e-06    1.71e-02
2014 10 19  1845   56949  67500     1.33e-08    1.19e-06    1.12e-02
2014 10 19  1850   56949  67800     1.01e-08    1.11e-06    9.10e-03
2014 10 19  1855   56949  68100     9.68e-09    1.08e-06    8.96e-03
2014 10 19  1900   56949  68400     1.16e-08    1.12e-06    1.03e-02
2014 10 19  1905   56949  68700     7.37e-09    1.11e-06    6.63e-03
2014 10 19  1910   56949  69000     8.99e-09    1.13e-06    7.99e-03
2014 10 19  1915   56949  69300     1.10e-08    1.12e-06    9.76e-03
2014 10 19  1920   56949  69600     1.44e-08    1.16e-06    1.25e-02
2014 10 19  1925   56949  69900     1.31e-08    1.16e-06    1.13e-02
2014 10 19  1930   56949  70200     1.33e-08    1.13e-06    1.18e-02
2014 10 19  1935   56949  70500     1.22e-08    1.11e-06    1.09e-02
2014 10 19  1940   56949  70800     3.22e-08    1.22e-06    2.55e-02
2014 10 19  1945   56949  71100     3.83e-08    1.34e-06    2.85e-02
2014 10 19  1950   56949  71400     3.30e-08    1.33e-06    2.48e-02
2014 10 19  1955   56949  71700     2.88e-08    1.35e-06    2.14e-02
2014 10 19  2000   56949  72000     2.33e-08    1.32e-06    1.77e-02
2014 10 19  2005   56949  72300     3.98e-08    1.48e-06    2.67e-02
2014 10 19  2010   56949  72600     2.69e-08    1.35e-06    1.99e-02
2014 10 19  2015   56949  72900     2.29e-08    1.27e-06    1.80e-02
2014 10 19  2020   56949  73200     3.54e-08    1.36e-06    2.55e-02
2014 10 19  2025   56949  73500     1.01e-07    1.92e-06    5.20e-02
2014 10 19  2030   56949  73800     6.11e-08    1.69e-06    3.59e-02
2014 10 19  2035   56949  74100     4.17e-08    1.54e-06    2.70e-02
2014 10 19  2040   56949  74400     3.27e-08    1.47e-06    2.22e-02
2014 10 19  2045   56949  74700     3.01e-08    1.46e-06    2.07e-02
2014 10 19  2050   56949  75000     5.40e-08    1.61e-06    3.33e-02
2014 10 19  2055   56949  75300     4.72e-08    1.59e-06    2.96e-02
2014 10 19  2100   56949  75600     3.36e-08    1.49e-06    2.25e-02
2014 10 19  2105   56949  75900     3.05e-08    1.48e-06    2.05e-02
2014 10 19  2110   56949  76200     2.78e-08    1.49e-06    1.87e-02
2014 10 19  2115   56949  76500     3.63e-08    1.53e-06    2.37e-02
2014 10 19  2120   56949  76800     3.23e-08    1.51e-06    2.14e-02
2014 10 19  2125   56949  77100     2.97e-08    1.44e-06    2.07e-02
2014 10 19  2130   56949  77400     2.11e-08    1.37e-06    1.54e-02
2014 10 19  2135   56949  77700     1.90e-08    1.35e-06    1.40e-02
2014 10 19  2140   56949  78000     4.38e-08    1.57e-06    2.77e-02
2014 10 19  2145   56949  78300     3.69e-08    1.60e-06    2.31e-02
2014 10 19  2150   56949  78600     4.13e-08    1.58e-06    2.61e-02
2014 10 19  2155   56949  78900     4.19e-08    1.58e-06    2.65e-02
2014 10 19  2200   56949  79200     3.57e-08    1.53e-06    2.34e-02
2014 10 19  2205   56949  79500     3.31e-08    1.51e-06    2.19e-02
2014 10 19  2210   56949  79800     4.72e-08    1.64e-06    2.80e-02
2014 10 19  2215   56949  80100     9.85e-08    2.16e-06    4.55e-02
2014 10 19  2220   56949  80400     6.98e-08    2.07e-06    3.35e-02
2014 10 19  2225   56949  80700     3.81e-08    1.76e-06    2.15e-02
2014 10 19  2230   56949  81000     3.20e-08    1.61e-06    1.98e-02
2014 10 19  2235   56949  81300     2.17e-08    1.47e-06    1.48e-02
2014 10 19  2240   56949  81600     1.90e-08    1.39e-06    1.36e-02
2014 10 19  2245   56949  81900     1.84e-08    1.35e-06    1.36e-02
2014 10 19  2250   56949  82200     3.06e-08    1.40e-06    2.07e-02
2014 10 19  2255   56949  82500     5.28e-08    1.65e-06    3.15e-02
2014 10 19  2300   56949  82800     1.64e-08    1.35e-06    1.20e-02
2014 10 19  2305   56949  83100     1.09e-08    1.25e-06    8.71e-03
2014 10 19  2310   56949  83400     1.60e-08    1.28e-06    1.24e-02
2014 10 19  2315   56949  83700     2.26e-08    1.36e-06    1.65e-02
2014 10 19  2320   56949  84000     1.76e-08    1.31e-06    1.34e-02
2014 10 19  2325   56949  84300     1.76e-08    1.30e-06    1.36e-02
2014 10 19  2330   56949  84600     1.60e-08    1.26e-06    1.27e-02
2014 10 19  2335   56949  84900     1.59e-08    1.27e-06    1.25e-02
2014 10 19  2340   56949  85200     2.19e-08    1.35e-06    1.62e-02
2014 10 19  2345   56949  85500     2.94e-08    1.39e-06    2.11e-02
2014 10 19  2350   56949  85800     3.34e-08    1.41e-06    2.34e-02
2014 10 19  2355   56949  86100     1.75e-07    2.05e-06    8.44e-02
